,Positive Scores,Negative Scores,Neutral Scores,Compound Scores,individual ratings
0,0,1,0,-0.5423,1
1,0,0,1,0,10
2,1,0,0,0.5719,9
3,0.762,0,0.238,0.4927,8
4,0.762,0,0.238,0.4927,8
5,0.762,0,0.238,0.4927,8
6,0.762,0,0.238,0.4927,8
7,1,0,0,0.5719,8.8
8,0.42,0,0.58,0.6996,7
9,0.762,0,0.238,0.4927,8
10,0.738,0,0.262,0.858,10
11,1,0,0,0.4404,7.1
12,1,0,0,0.5719,9
13,1,0,0,0.4404,7
14,1,0,0,0.5719,9.2
15,0.762,0,0.238,0.4927,8
16,1,0,0,0.4404,7.9
17,1,0,0,0.5719,8.8
18,0,0,1,0,10
19,0,0,1,0,7
20,1,0,0,0.3182,5
21,0.444,0,0.556,0.749,8
22,0,1,0,-0.4767,3
23,1,0,0,0.4404,7.9
24,1,0,0,0.5719,9.2
25,1,0,0,0.5719,9
26,0,0,1,0,10
27,1,0,0,0.4404,7.1
28,0,0,1,0,9.6
29,1,0,0,0.5719,9.2
30,0,0,1,0,10
31,0.762,0,0.238,0.4927,8
32,0.762,0,0.238,0.4927,8.3
33,0,0,1,0,9.6
34,1,0,0,0.3182,5
35,0.596,0,0.404,0.8957,8
36,1,0,0,0.5719,8.8
37,1,0,0,0.2263,5.8
38,1,0,0,0.5719,9.2
39,0,0,1,0,9
40,1,0,0,0.5719,9
41,1,0,0,0.5719,8.8
42,0,0,1,0,9.6
43,0.762,0,0.238,0.4927,8.3
44,0,0,1,0,5
45,0.492,0,0.508,0.4404,9
46,0,0,1,0,10
47,0.762,0,0.238,0.4927,8
48,0.762,0,0.238,0.4927,8
49,0.762,0,0.238,0.4927,8
50,0,1,0,-0.5423,1
51,1,0,0,0.4404,7
52,0,0,1,0,10
53,0,0,1,0,10
54,0.382,0.114,0.503,0.5667,8
55,0.181,0.368,0.452,-0.4404,6
56,0,0,1,0,9.2
57,0.762,0,0.238,0.4927,8
58,1,0,0,0.5719,9.2
59,0,0,1,0,10
60,1,0,0,0.5106,6
61,1,0,0,0.4404,7.9
62,0.403,0,0.597,0.4019,8
63,0.762,0,0.238,0.4927,8
64,0,0,1,0,10
65,0,0,1,0,3
66,1,0,0,0.5719,9
67,1,0,0,0.4404,8
68,0,0,1,0,9.6
69,1,0,0,0.5719,9
70,0,0.772,0.228,-0.5256,2.9
71,0.744,0,0.256,0.4404,6
72,0,0,1,0,9.6
73,1,0,0,0.4404,7
74,0,0,1,0,6.2
75,0,0,1,0,9.6
76,0,0.772,0.228,-0.5256,2
77,0,0,1,0,10
78,0,0.655,0.345,-0.5849,1
79,1,0,0,0.5106,6.2
80,1,0,0,0.5719,9.2
81,0.198,0.16,0.642,0.1783,10
82,0,0,1,0,10
83,0,0,1,0,10
84,0.258,0.167,0.574,0.2263,7
85,0,0,1,0,10
86,0.268,0,0.732,0.296,6
87,0.762,0,0.238,0.4927,8
88,0.142,0,0.858,0.2057,8
89,0.42,0,0.58,0.4404,8
90,1,0,0,0.5719,9
91,0.623,0,0.377,0.5106,10
92,0.488,0,0.512,0.7707,9
93,1,0,0,0.5719,9.2
94,0,0,1,0,10
95,0,0,1,0,9.6
96,0.762,0,0.238,0.4927,8.3
97,1,0,0,0.5719,9.2
98,0.762,0,0.238,0.4927,8.3
99,1,0,0,0.4404,7
100,0,0,1,0,10
101,0,1,0,-0.4939,4
102,1,0,0,0.5719,9
103,0.762,0,0.238,0.4927,8
104,1,0,0,0.3182,5
105,0,1,0,-0.4939,4
106,0,0,1,0,10
107,1,0,0,0.3182,5
108,1,0,0,0.3182,5
109,0,1,0,-0.5423,1
110,1,0,0,0.5719,9
111,0.655,0,0.345,0.2263,8
112,1,0,0,0.5719,9
113,1,0,0,0.4404,7
114,0.225,0,0.775,0.4404,3
115,1,0,0,0.5106,6
116,0.179,0,0.821,0.2421,5
117,1,0,0,0.4404,7
118,0.762,0,0.238,0.4927,8
119,1,0,0,0.5106,6
120,0.762,0,0.238,0.4927,8
121,0.615,0,0.385,0.4926,5
122,1,0,0,0.5719,9
123,0.244,0,0.756,0.4404,8
124,1,0,0,0.3182,5
125,0.762,0,0.238,0.4927,8
126,0.762,0,0.238,0.4927,8
127,0.753,0,0.247,0.7269,7
128,0,0.614,0.386,-0.1511,1
129,0,0,1,0,10
130,1,0,0,0.4404,7
131,0.276,0,0.724,0.6369,10
132,0.266,0,0.734,0.4404,5
133,0,0,1,0,10
134,1,0,0,0.4404,7
135,0.762,0,0.238,0.4927,8
136,0,0,1,0,10
137,0.762,0,0.238,0.4927,8
138,0,0,1,0,9
139,0.762,0,0.238,0.4927,8
140,0.624,0,0.376,0.807,10
141,1,0,0,0.5719,8.8
142,0,0,1,0,10
143,0.744,0,0.256,0.4404,9
144,0.762,0,0.238,0.4927,8
145,0,0,1,0,10
146,0,1,0,-0.4767,3
147,0.722,0,0.278,0.3802,10
148,0,0,1,0,10
149,1,0,0,0.4404,7.9
150,1,0,0,0.4404,7.9
151,1,0,0,0.4404,7.9
152,0,0,1,0,10
153,1,0,0,0.4404,7.9
154,0.762,0,0.238,0.4927,8
155,0,0,1,0,10
156,1,0,0,0.2263,5.8
157,0.367,0,0.633,0.4404,9
158,1,0,0,0.4404,7.9
159,0,0,1,0,10
160,0.767,0,0.233,0.5106,8.3
161,0,0,1,0,9.2
162,1,0,0,0.4215,7
163,0.762,0,0.238,0.4927,8
164,1,0,0,0.4404,7
165,0,1,0,-0.4939,4
166,0,1,0,-0.296,2.5
167,0.538,0,0.462,0.7901,10
168,0,0,1,0,10
169,0,0,1,0,10
170,0,0,1,0,10
171,1,0,0,0.5719,9
172,1,0,0,0.4404,7
173,1,0,0,0.5719,9
174,1,0,0,0.5719,9
175,1,0,0,0.4404,7.5
176,0.552,0,0.448,0.5719,8
177,1,0,0,0.4404,7.1
178,0,0,1,0,9
179,0.457,0,0.543,0.6369,10
180,1,0,0,0.4404,7
181,0,0,1,0,10
182,0.762,0,0.238,0.4927,8
183,0,0,1,0,10
184,0,0,1,0,10
185,1,0,0,0.5719,9
186,0,0,1,0,8
187,1,0,0,0.4404,7.9
188,1,0,0,0.4404,7
189,1,0,0,0.4404,7.5
190,1,0,0,0.4404,7.5
191,1,0,0,0.5719,9.2
192,0.762,0,0.238,0.4927,8
193,0.737,0,0.263,0.4215,7
194,0.762,0,0.238,0.4927,8.3
195,1,0,0,0.4404,7.9
196,0.804,0,0.196,0.6249,10
197,0.344,0,0.656,0.6369,8.3
198,0.762,0,0.238,0.4927,8
199,1,0,0,0.4404,7.1
200,0,0,1,0,10
201,1,0,0,0.4404,7
202,0.762,0,0.238,0.4927,8
203,0.762,0,0.238,0.4927,8
204,1,0,0,0.4404,7
205,1,0,0,0.4404,7
206,0.762,0,0.238,0.4927,8
207,1,0,0,0.5719,9
208,0.762,0,0.238,0.4927,8
209,0,0,1,0,10
210,1,0,0,0.4404,7
211,0.762,0,0.238,0.4927,8
212,0.762,0,0.238,0.4927,8
213,0.316,0,0.684,0.2144,8
214,1,0,0,0.5719,9
215,0,0,1,0,10
216,0,0,1,0,10
217,0,0,0,0,10
218,0.309,0.103,0.588,0.5859,3
219,0,0,1,0,10
220,0.762,0,0.238,0.4927,8
221,1,0,0,0.5719,9
222,1,0,0,0.5719,9
223,0,0,1,0,10
224,0.762,0,0.238,0.4927,8
225,0.294,0,0.706,0.6124,10
226,0,0,1,0,10
227,1,0,0,0.5719,9
228,1,0,0,0.5719,9
229,0.137,0,0.863,0.2263,8
230,0,0,1,0,8
231,0.762,0,0.238,0.4927,8
232,0.762,0,0.238,0.4927,8
233,1,0,0,0.5719,9
234,0.762,0,0.238,0.4927,8
235,0.762,0,0.238,0.4927,8
236,0.762,0,0.238,0.4927,8
237,0.744,0,0.256,0.4404,10
238,1,0,0,0.5719,9
239,0.769,0,0.231,0.7688,8
240,0,0,1,0,10
241,0,0,1,0,10
242,1,0,0,0.5719,9
243,0,0,1,0,10
244,0.762,0,0.238,0.4927,8
245,1,0,0,0.5719,9
246,1,0,0,0.3182,5
247,0.762,0,0.238,0.4927,8
248,0.762,0,0.238,0.4927,8
249,1,0,0,0.5719,9
250,0.252,0,0.748,0.5719,8
251,1,0,0,0.5719,9
252,1,0,0,0.5719,9
253,0.762,0,0.238,0.4927,8
254,0.762,0,0.238,0.4927,8
255,1,0,0,0.3182,5
256,0.762,0,0.238,0.4927,8
257,0.762,0,0.238,0.4927,8
258,0,0,1,0,10
259,0.782,0,0.218,0.5563,10
260,0,0,1,0,10
261,1,0,0,0.296,3
262,0.762,0,0.238,0.4927,8
263,0,0,1,0,10
264,1,0,0,0.3182,5
265,1,0,0,0.5719,9
266,0,0,1,0,10
267,0.762,0,0.238,0.4927,8
268,0,0,1,0,10
269,0,0,1,0,10
270,0.639,0,0.361,0.6486,8
271,0,0,1,0,10
272,1,0,0,0.4404,7
273,1,0,0,0.5719,8.8
274,0.762,0,0.238,0.4927,8
275,1,0,0,0.5719,9.2
276,1,0,0,0.4404,7.1
277,0.149,0,0.851,0.4215,8
278,1,0,0,0.4404,7.5
279,0.435,0,0.565,0.6597,8.8
280,0.259,0,0.741,0.4215,7.9
281,1,0,0,0.2263,5.8
282,1,0,0,0.5719,8.8
283,1,0,0,0.4404,7.9
284,1,0,0,0.4404,7.5
285,0.39,0,0.61,0.4939,8
286,0.305,0,0.695,0.4497,8
287,0,0,1,0,10
288,1,0,0,0.4404,7.1
289,1,0,0,0.3182,5.4
290,1,0,0,0.4404,7.1
291,0.737,0,0.263,0.6808,7.9
292,1,0,0,0.4404,7.9
293,1,0,0,0.5719,8.8
294,1,0,0,0.5106,6.2
295,0.762,0,0.238,0.4927,8.3
296,1,0,0,0.4404,8
297,0,0,1,0,10
298,1,0,0,0.5719,8.8
299,0.367,0,0.633,0.4404,5.4
300,0.762,0,0.238,0.4927,8
301,0.762,0,0.238,0.4927,8
302,1,0,0,0.4404,7
303,0.762,0,0.238,0.4927,8
304,0.762,0,0.238,0.4927,8
305,0.583,0,0.417,0.8126,8
306,0.389,0,0.611,0.8516,10
307,0,1,0,-0.4767,3
308,0.804,0,0.196,0.6249,10
309,1,0,0,0.5719,9
310,0.825,0,0.175,0.8555,10
311,0,0,1,0,10
312,0,0,1,0,10
313,1,0,0,0.4404,7
314,0,0,1,0,10
315,0.762,0,0.238,0.4927,8
316,1,0,0,0.5719,9
317,0.762,0,0.238,0.4927,8
318,0.777,0,0.223,0.54,9
319,1,0,0,0.4404,7
320,0,0,1,0,10
321,0,0,1,0,10
322,1,0,0,0.5719,9
323,0,0,1,0,10
324,0.77,0,0.23,0.7712,8.8
325,0.649,0,0.351,0.5719,10
326,1,0,0,0.6249,10
327,0.743,0,0.257,0.8268,8
328,0.762,0,0.238,0.4927,8.3
329,0.294,0.338,0.368,-0.122,7.1
330,1,0,0,0.4404,7
331,0,0,1,0,10
332,1,0,0,0.5719,9
333,1,0,0,0.4588,7
334,1,0,0,0.5719,9.2
335,0,0,1,0,9.6
336,0.672,0,0.328,0.6249,7.5
337,0.517,0,0.483,0.8176,10
338,1,0,0,0.5719,9
339,0.762,0,0.238,0.4927,8
340,1,0,0,0.4404,7.5
341,1,0,0,0.5719,9.2
342,0.669,0,0.331,0.7964,9
343,0,0,1,0,10
344,1,0,0,0.5719,9.2
345,1,0,0,0.4404,7.5
346,1,0,0,0.4404,7
347,1,0,0,0.4404,7.1
348,0,0,1,0,9.6
349,0.762,0,0.238,0.4927,8.3
350,0.762,0,0.238,0.4927,8
351,1,0,0,0.5719,9
352,0.762,0,0.238,0.4927,8
353,1,0,0,0.5719,8.8
354,0,0,1,0,10
355,0,1,0,-0.4939,4
356,1,0,0,0.4404,7.5
357,0,0,1,0,10
358,0.762,0,0.238,0.4927,8
359,1,0,0,0.2263,5.8
360,0,0,1,0,10
361,0.804,0,0.196,0.6249,10
362,0,0,1,0,10
363,0.604,0,0.396,0.7269,9.2
364,0.787,0,0.213,0.5719,8
365,1,0,0,0.4404,7.1
366,1,0,0,0.5719,9
367,0.804,0,0.196,0.6249,9.2
368,1,0,0,0.5719,8.8
369,0.63,0,0.37,0.7783,9
370,1,0,0,0.4404,7.5
371,1,0,0,0.4404,7.9
372,0,0,1,0,7
373,0.6,0,0.4,0.7184,7.1
374,1,0,0,0.5719,9
375,0.762,0,0.238,0.4927,8
376,0,0,1,0,10
377,1,0,0,0.5719,9
378,1,0,0,0.4019,8.8
379,0,0,1,0,10
380,1,0,0,0.5719,9
381,0.655,0,0.345,0.6908,9
382,0,0,1,0,10
383,0,0,1,0,10
384,1,0,0,0.3182,5
385,1,0,0,0.5719,9.2
386,0,0,1,0,10
387,0,0,1,0,10
388,1,0,0,0.4404,7.1
389,0.405,0,0.595,0.7579,8
390,0,0,1,0,10
391,1,0,0,0.5719,9
392,1,0,0,0.4404,7.9
393,1,0,0,0.6588,9
394,0.762,0,0.238,0.4927,8
395,0.762,0,0.238,0.4927,8.3
396,0,0,1,0,10
397,0.762,0,0.238,0.4927,8.3
398,0,0,1,0,10
399,1,0,0,0.6249,9
400,0,0,1,0,8
401,0,0,1,0,10
402,0,0,1,0,8
403,1,0,0,0.5719,9
404,0,0,1,0,10
405,1,0,0,0.5719,9
406,0,1,0,-0.4939,4
407,0.762,0,0.238,0.4927,8
408,0.324,0,0.676,0.3384,10
409,0.225,0,0.775,0.4404,8
410,0.271,0,0.729,0.7717,10
411,0.762,0,0.238,0.4927,8
412,0.649,0,0.351,0.5719,9
413,0,0,1,0,10
414,0,0,1,0,10
415,0,0,1,0,10
416,0.252,0,0.748,0.5719,10
417,0,0,1,0,10
418,0,0,1,0,10
419,0,0,1,0,10
420,0,0,1,0,9
421,1,0,0,0.5106,6
422,0.857,0,0.143,0.9001,10
423,1,0,0,0.5719,9
424,0,0,1,0,10
425,0,0,1,0,10
426,0.762,0,0.238,0.4927,8
427,0.762,0,0.238,0.4927,8
428,0.762,0,0.238,0.4927,8
429,0.762,0,0.238,0.4927,8
430,0,0,1,0,10
431,0,0,1,0,10
432,0.255,0,0.745,0.7579,10
433,0,0,1,0,10
434,0.762,0,0.238,0.4927,8
435,0.762,0,0.238,0.4927,8
436,1,0,0,0.5719,9
437,1,0,0,0.296,7
438,0.59,0,0.41,0.8768,8
439,0,0,1,0,10
440,0.762,0,0.238,0.4927,8
441,1,0,0,0.5719,9
442,0,0,1,0,10
443,0.451,0,0.549,0.6249,10
444,0,0,1,0,10
445,1,0,0,0.5719,9
446,1,0,0,0.5719,9
447,0.373,0,0.627,0.7147,10
448,0.147,0,0.853,0.2263,7
449,0.787,0,0.213,0.5719,10
450,0.762,0,0.238,0.4927,8
451,0.762,0,0.238,0.4927,8
452,0.487,0,0.513,0.6908,10
453,0.762,0,0.238,0.4927,8
454,0.333,0,0.667,0.3612,9
455,1,0,0,0.5719,9
456,1,0,0,0.5719,9
457,1,0,0,0.5719,9
458,1,0,0,0.5719,9
459,1,0,0,0.5719,9
460,0,0,1,0,10
461,0,0,1,0,10
462,1,0,0,0.5106,6
463,0,0,1,0,10
464,0,0,1,0,10
465,0,0,1,0,10
466,0.762,0,0.238,0.4927,10
467,0,0,1,0,8
468,0.762,0,0.238,0.4927,10
469,0,0,1,0,8
470,1,0,0,0.5719,10
471,1,0,0,0.5719,9
472,1,0,0,0.5106,9
473,1,0,0,0.5719,6
474,0.474,0,0.526,0.2023,9
475,0.762,0,0.238,0.4927,10
476,0.762,0,0.238,0.4927,8
477,0,0,1,0,8
478,0,0,1,0,10
479,0,0,1,0,10
480,0,0,1,0,10
481,0,0,1,0,10
482,0.762,0,0.238,0.4927,10
483,0.227,0.175,0.598,0.2206,8
484,1,0,0,0.5719,10
485,1,0,0,0.5106,9
486,0,0,1,0,6
487,0.687,0,0.313,0.2942,10
488,0.694,0,0.306,0.9274,9
489,0.762,0,0.238,0.4927,9
490,1,0,0,0.5719,8
491,0.658,0,0.342,0.8625,9
492,0.255,0,0.745,0.6249,8
493,1,0,0,0.3182,6
494,0.762,0,0.238,0.4927,5
495,0,0,1,0,8
496,1,0,0,0.3182,10
497,0.762,0,0.238,0.4927,5
498,0,0,1,0,8
499,0,0,1,0,10
500,0.577,0,0.423,0.6249,9
501,0,0,1,0,10
502,0,1,0,-0.5423,1
503,0,0,1,0,10
504,1,0,0,0.5106,6
505,0.412,0,0.588,0.4215,10
506,1,0,0,0.5719,9
507,0,0,1,0,10
508,1,0,0,0.5719,9
509,0.492,0,0.508,0.4404,9
510,0.762,0,0.238,0.4927,8
511,1,0,0,0.4404,7
512,0,0,1,0,10
513,0,0,1,0,10
514,0.473,0,0.527,0.6696,10
515,0.615,0,0.385,0.9148,10
516,0.762,0,0.238,0.4927,8
517,1,0,0,0.5719,9
518,1,0,0,0.5719,9
519,0.272,0,0.728,0.6808,9
520,0.506,0,0.494,0.6249,9
521,0,0,1,0,10
522,0,0,1,0,8
523,0,0,1,0,10
524,1,0,0,0.4404,7
525,0,0,1,0,10
526,0,0,1,0,10
527,0.762,0,0.238,0.4927,8
528,0,0,1,0,10
529,0,0,1,0,10
530,1,0,0,0.5719,9
531,1,0,0,0.5719,9
532,0,0,1,0,10
533,0,0,1,0,10
534,0.88,0,0.12,0.8074,8
535,0.762,0,0.238,0.4927,8
536,1,0,0,0.5719,9
537,0.451,0,0.549,0.6249,10
538,0,0,1,0,10
539,1,0,0,0.5719,9
540,1,0,0,0.6124,10
541,0,0,1,0,10
542,0.592,0,0.408,0.4404,10
543,0,0,1,0,10
544,0,0,1,0,10
545,0,0,1,0,10
546,0,0,1,0,10
547,0.77,0,0.23,0.7713,10
548,1,0,0,0.4404,7
549,1,0,0,0.743,9
550,0.762,0,0.238,0.4927,8
551,0.762,0,0.238,0.4927,8
552,1,0,0,0.5719,9
553,0.583,0,0.417,0.4215,9
554,1,0,0,0.5719,10
555,1,0,0,0.5719,10
556,1,0,0,0.5719,9
557,0.623,0,0.377,0.5106,8
558,0.439,0,0.561,0.3291,7
559,0.411,0,0.589,0.4199,10
560,0.763,0,0.237,0.9167,10
561,0,1,0,-0.4767,3
562,1,0,0,0.5719,9
563,0.307,0,0.693,0.6114,10
564,1,0,0,0.4404,7
565,1,0,0,0.5719,9
566,0.787,0,0.213,0.5719,10
567,0.762,0,0.238,0.4927,8
568,0.524,0,0.476,0.296,5
569,1,0,0,0.5719,9
570,0,0,1,0,10
571,0,0,1,0,10
572,0,0,1,0,10
573,1,0,0,0.5719,9
574,0.762,0,0.238,0.4927,8
575,0,0,1,0,9
576,0.628,0,0.372,0.9506,9
577,0.762,0,0.238,0.4927,8
578,0.508,0,0.492,0.4754,9
579,1,0,0,0.4404,7
580,0.577,0,0.423,0.6249,10
581,1,0,0,0.5719,9
582,1,0,0,0.5106,6
583,0,0,1,0,9
584,0,0,1,0,10
585,0.762,0,0.238,0.4927,8
586,0.615,0,0.385,0.4939,9
587,0,0,1,0,10
588,1,0,0,0.5719,9
589,1,0,0,0.6249,10
590,0.778,0,0.222,0.8885,10
591,1,0,0,0.5719,9
592,0,0,1,0,10
593,0,0,1,0,10
594,0.787,0,0.213,0.5719,10
595,0.425,0,0.575,0.8622,9
596,1,0,0,0.5719,9
597,0.762,0,0.238,0.4927,8
598,0,0,1,0,10
599,0.494,0,0.506,0.9127,9
600,1,0,0,0.4404,7
601,1,0,0,0.4404,7
602,0.457,0,0.543,0.7096,7
603,0.792,0,0.208,0.5859,5
604,0,0,1,0,5
605,1,0,0,0.5106,6
606,0.767,0,0.233,0.5106,8
607,0,0,1,0,6
608,1,0,0,0.5719,9
609,0.506,0,0.494,0.6249,9
610,0,0,1,0,7
611,0.787,0,0.213,0.5719,10
612,0.726,0,0.274,0.6486,8
613,0.487,0,0.513,0.6908,7
614,1,0,0,0.3182,5
615,0,0,1,0,10
616,0.762,0,0.238,0.4927,8
617,1,0,0,0.6114,10
618,1,0,0,0.4404,7
619,1,0,0,0.4404,7
620,0,0,1,0,10
621,0.649,0,0.351,0.8126,9
622,0.762,0,0.238,0.4927,8
623,0,0,1,0,10
624,1,0,0,0.5106,6
625,0.35,0,0.65,0.7612,4
626,0.275,0,0.725,0.2263,8
627,1,0,0,0.5719,9
628,0.787,0,0.213,0.5719,10
629,1,0,0,0.5719,9
630,1,0,0,0.5106,6
631,0.574,0,0.426,0.9413,9
632,0.762,0,0.238,0.4927,8
633,0.615,0,0.385,0.7184,10
634,1,0,0,0.5719,9
635,1,0,0,0.5719,9
636,1,0,0,0.4404,7
637,0.762,0,0.238,0.4927,8
638,1,0,0,0.4404,7
639,1,0,0,0.4215,8
640,0,0,1,0,10
641,1,0,0,0.4404,7
642,1,0,0,0.5106,6
643,1,0,0,0.4404,7
644,0.383,0,0.617,0.7351,7
645,0,0,1,0,10
646,0,0,1,0,10
647,0.762,0,0.238,0.4927,8
648,0.506,0,0.494,0.6249,8
649,0,0,1,0,10
650,0,0,1,0,10
651,1,0,0,0.4404,7
652,1,0,0,0.5719,9
653,0,0,1,0,10
654,0.762,0,0.238,0.4927,8
655,1,0,0,0.5719,9
656,0,0,1,0,10
657,0.583,0,0.417,0.4215,9
658,1,0,0,0.4404,7
659,1,0,0,0.4404,7
660,1,0,0,0.4215,8
661,0,0.772,0.228,-0.5256,2
662,0,0,1,0,2
663,0,0,1,0,2
664,0.808,0,0.192,0.4939,4
665,0.467,0,0.533,0.7296,8
666,0,0,1,0,10
667,1,0,0,0.5719,9
668,0,0,1,0,10
669,1,0,0,0.5106,6
670,0,0,1,0,10
671,0.762,0,0.238,0.4927,8
672,0.744,0,0.256,0.4404,9
673,1,0,0,0.5719,9
674,0.787,0,0.213,0.5719,8
675,0,0,1,0,10
676,1,0,0,0.6249,10
677,0.697,0,0.303,0.7845,9
678,0.804,0,0.196,0.802,8
679,0.762,0,0.238,0.4927,8
680,1,0,0,0.4404,7
681,0,0,1,0,9
682,0,0,1,0,10
683,0.583,0,0.417,0.8555,9
684,0,0,1,0,10
685,0.762,0,0.238,0.4927,8
686,1,0,0,0.5719,9
687,1,0,0,0.5719,9
688,0,0,1,0,10
689,0.592,0,0.408,0.8271,6
690,0,0.723,0.277,-0.3832,4
691,0,0,1,0,10
692,1,0,0,0.5719,9
693,1,0,0,0.4404,7
694,0.598,0,0.402,0.942,10
695,0.762,0,0.238,0.4927,8
696,0.762,0,0.238,0.4927,8
697,0.677,0,0.323,0.6369,10
698,0.705,0,0.295,0.861,7
699,1,0,0,0.5719,9
700,1,0,0,0.4404,7
701,0.762,0,0.238,0.4927,8
702,0.762,0,0.238,0.4927,8
703,1,0,0,0.5106,6
704,0.433,0,0.567,0.7269,6
705,0,0,1,0,10
706,0.455,0,0.545,0.3612,8
707,1,0,0,0.3182,5
708,0.483,0,0.517,0.4215,6
709,0,0,1,0,10
710,0.762,0,0.238,0.4927,8
711,0,0,1,0,10
712,0.725,0,0.275,0.8356,8
713,0,0,1,0,10
714,0,0.772,0.228,-0.5256,2
715,0.762,0,0.238,0.4927,8
716,1,0,0,0.7269,9
717,1,0,0,0.5719,9
718,1,0,0,0.4404,7
719,1,0,0,0.5106,6
720,1,0,0,0.4404,7
721,1,0,0,0.5719,9
722,1,0,0,0.5719,9
723,0.762,0,0.238,0.4927,8
724,0,0,1,0,10
725,0,0,1,0,10
726,0,0,1,0,10
727,0,0,1,0,10
728,1,0,0,0.4404,7
729,1,0,0,0.6249,8
730,0.762,0,0.238,0.4927,8
731,1,0,0,0.4404,7
732,0,0,1,0,10
733,1,0,0,0.5719,9
734,1,0,0,0.5719,9
735,0,0,1,0,10
736,1,0,0,0.5719,9
737,0,0,1,0,10
738,0,0,1,0,10
739,1,0,0,0.5719,9
740,0,0,1,0,10
741,0,0,1,0,10
742,0,0,1,0,10
743,0.762,0,0.238,0.4927,8
744,1,0,0,0.5719,9
745,1,0,0,0.5719,9
746,0,0,1,0,10
747,0.762,0,0.238,0.4927,8
748,0.63,0,0.37,0.8176,8
749,0.815,0,0.185,0.6588,10
750,0.545,0,0.455,0.7178,8
751,0,0,1,0,10
752,1,0,0,0.5719,9
753,1,0,0,0.5719,9
754,0,0,1,0,10
755,0.762,0,0.238,0.4927,8.3
756,0,0,1,0,10
757,0,0,1,0,10
758,0.483,0.213,0.304,0.5499,9
759,0,0,1,0,10
760,1,0,0,0.4404,7
761,1,0,0,0.4404,7
762,1,0,0,0.5106,6
763,1,0,0,0.3182,5
764,1,0,0,0.4404,7
765,0,0,1,0,10
766,1,0,0,0.5719,9
767,0.762,0,0.238,0.4927,8
768,0,0,1,0,10
769,0.505,0,0.495,0.8475,9
770,0.762,0,0.238,0.4927,8
771,0.762,0,0.238,0.4927,8
772,0,0,1,0,10
773,1,0,0,0.5719,9
774,0,0,1,0,10
775,0,0,1,0,6
776,0,0,1,0,10
777,0.526,0,0.474,0.7688,9
778,0,0,1,0,10
779,0,0,1,0,10
780,0.762,0,0.238,0.4927,8
781,1,0,0,0.5719,9
782,1,0,0,0.3182,5
783,1,0,0,0.4404,7
784,0,0,1,0,10
785,1,0,0,0.5719,9
786,1,0,0,0.5719,9
787,0,1,0,-0.4939,4
788,0.762,0,0.238,0.4927,8
789,1,0,0,0.4404,7
790,0,0,1,0,10
791,0.668,0,0.332,0.9016,8
792,1,0,0,0.5719,9
793,0,0,1,0,10
794,1,0,0,0.5106,6
795,0.478,0,0.522,0.7506,9
796,0,0,1,0,10
797,0,0,1,0,10
798,1,0,0,0.5719,9
799,0,0,1,0,10
800,0.804,0,0.196,0.6249,10
801,0.762,0,0.238,0.4927,8
802,1,0,0,0.4404,7
803,0.787,0,0.213,0.5719,8
804,1,0,0,0.3182,5
805,0,0,1,0,10
806,1,0,0,0.5719,9
807,0,0,1,0,10
808,0.5,0,0.5,0.4588,9
809,1,0,0,0.2263,5.8
810,0,0,1,0,10
811,0.672,0,0.328,0.6249,9
812,0,0,1,0,10
813,0,0,1,0,10
814,0,0,1,0,10
815,0.375,0,0.625,0.34,10
816,0.804,0,0.196,0.6249,10
817,0,0,1,0,9
818,1,0,0,0.5106,6
819,0,0,1,0,10
820,1,0,0,0.4404,7
821,1,0,0,0.4404,7
822,1,0,0,0.3182,5
823,1,0,0,0.5719,9
824,0.268,0,0.732,0.296,5
825,1,0,0,0.4404,7
826,0.762,0,0.238,0.4927,8
827,0.684,0,0.316,0.8957,8
828,0.677,0,0.323,0.6369,9
829,0.792,0,0.208,0.5859,8
830,1,0,0,0.4404,7
831,1,0,0,0.5719,9
832,0.762,0,0.238,0.4927,8
833,1,0,0,0.4215,7
834,0,0,1,0,4
835,0,0,1,0,5
836,0.762,0,0.238,0.4927,8
837,0.762,0,0.238,0.4927,8
838,0.762,0,0.238,0.4927,8
839,1,0,0,0.5106,6
840,0,0,1,0,8.8
841,0.762,0,0.238,0.4927,8
842,0.72,0,0.28,0.9165,8
843,0.762,0,0.238,0.4927,8
844,1,0,0,0.5719,8.8
845,0.762,0,0.238,0.4927,8
846,0.7,0,0.3,0.7906,7.5
847,0.762,0,0.238,0.4927,8
848,0.762,0,0.238,0.4927,8
849,0.583,0,0.417,0.7906,5
850,0.725,0,0.275,0.836,9
851,0.744,0,0.256,0.4404,9.2
852,0,1,0,-0.4767,3.3
853,0.369,0,0.631,0.6249,9
854,1,0,0,0.2263,5.8
855,1,0,0,0.5106,6
856,0,0,1,0,10
857,0,0,1,0,9.2
858,1,0,0,0.5106,6
859,0,0,1,0,5
860,1,0,0,0.5719,10
861,0,0,1,0,8.8
862,0.762,0,0.238,0.4927,10
863,1,0,0,0.5106,8.3
864,0.804,0,0.196,0.6249,6
865,1,0,0,0.5719,10
866,0.259,0,0.741,0.4215,9
867,0.762,0,0.238,0.4927,9
868,1,0,0,0.5719,8
869,1,0,0,0.5719,9
870,0,0,1,0,9
871,0.737,0,0.263,0.4215,10
872,0.595,0,0.405,0.9145,9
873,0,1,0,-0.4939,9
